#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GADD45A	GADD45B	9606.ENSP00000360025	9606.ENSP00000215631	0	0	0.061	0.950	0.258	0.292	0.900	0.413	0.965
GADD45A	MAPK1	9606.ENSP00000360025	9606.ENSP00000215832	0	0	0	0	0.042	0.292	0	0.196	0.407
GADD45A	CCND1	9606.ENSP00000360025	9606.ENSP00000227507	0	0	0	0	0.044	0	0	0.520	0.521
GADD45A	GADD45G	9606.ENSP00000360025	9606.ENSP00000252506	0	0	0.063	0.947	0.135	0.292	0.900	0.404	0.959
GADD45A	DDB2	9606.ENSP00000360025	9606.ENSP00000256996	0	0	0	0	0.049	0	0	0.618	0.621
GADD45A	CDK4	9606.ENSP00000360025	9606.ENSP00000257904	0	0	0	0	0	0	0	0.447	0.447
GADD45A	STAT3	9606.ENSP00000360025	9606.ENSP00000264657	0	0	0	0	0.060	0.292	0	0.351	0.530
GADD45A	CDK6	9606.ENSP00000360025	9606.ENSP00000265734	0	0	0	0	0.057	0	0	0.606	0.612
GADD45A	TP53	9606.ENSP00000360025	9606.ENSP00000269305	0	0	0	0	0	0.069	0.900	0.913	0.991
GADD45A	CASP9	9606.ENSP00000360025	9606.ENSP00000330237	0	0	0	0	0.049	0	0	0.413	0.417
GADD45A	FOXO3	9606.ENSP00000360025	9606.ENSP00000339527	0	0	0	0	0.074	0	0.500	0.509	0.752
GADD45A	E2F1	9606.ENSP00000360025	9606.ENSP00000345571	0	0	0	0	0	0	0	0.447	0.447
GADD45A	RXRA	9606.ENSP00000360025	9606.ENSP00000419692	0	0	0	0	0	0.329	0	0.165	0.415
GADD45A	AKT1	9606.ENSP00000360025	9606.ENSP00000451828	0	0	0	0	0	0	0	0.479	0.479
GADD45A	CDKN2A	9606.ENSP00000360025	9606.ENSP00000418915	0	0	0	0	0	0	0	0.505	0.505
GADD45A	CDKN1A	9606.ENSP00000360025	9606.ENSP00000384849	0	0	0	0	0.163	0.625	0	0.926	0.974
GADD45B	CDKN2A	9606.ENSP00000215631	9606.ENSP00000418915	0	0	0	0	0	0	0	0.526	0.526
GADD45B	STAT3	9606.ENSP00000215631	9606.ENSP00000264657	0	0	0	0	0.080	0	0	0.553	0.571
GADD45B	CDKN1A	9606.ENSP00000215631	9606.ENSP00000384849	0	0	0	0	0.215	0.046	0	0.703	0.758
GADD45B	GADD45G	9606.ENSP00000215631	9606.ENSP00000252506	0	0	0.056	0.946	0.280	0	0.900	0.416	0.955
GADD45B	TP53	9606.ENSP00000215631	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.660	0.964
GADD45B	GADD45A	9606.ENSP00000215631	9606.ENSP00000360025	0	0	0.061	0.950	0.258	0.292	0.900	0.413	0.965
GADD45G	GADD45B	9606.ENSP00000252506	9606.ENSP00000215631	0	0	0.056	0.946	0.280	0	0.900	0.416	0.955
GADD45G	STAT3	9606.ENSP00000252506	9606.ENSP00000264657	0	0	0	0	0.044	0	0	0.521	0.522
GADD45G	CDKN2A	9606.ENSP00000252506	9606.ENSP00000418915	0	0	0	0	0	0	0	0.525	0.525
GADD45G	CDKN1A	9606.ENSP00000252506	9606.ENSP00000384849	0	0	0	0	0.088	0.513	0	0.439	0.729
GADD45G	TP53	9606.ENSP00000252506	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.400	0.937
GADD45G	GADD45A	9606.ENSP00000252506	9606.ENSP00000360025	0	0	0.063	0.947	0.135	0.292	0.900	0.404	0.959
GRB2	MAPK1	9606.ENSP00000376345	9606.ENSP00000215832	0	0	0	0	0.093	0	0.400	0.866	0.920
GRB2	SOS2	9606.ENSP00000376345	9606.ENSP00000216373	0	0	0	0	0.102	0.963	0.900	0.998	0.999
GRB2	PIK3R2	9606.ENSP00000376345	9606.ENSP00000222254	0	0	0	0.627	0.042	0.605	0.400	0.182	0.789
GRB2	HGF	9606.ENSP00000376345	9606.ENSP00000222390	0	0	0	0	0.050	0.053	0.400	0.735	0.838
GRB2	CCND1	9606.ENSP00000376345	9606.ENSP00000227507	0	0	0	0	0.074	0	0	0.646	0.658
GRB2	PLCG1	9606.ENSP00000376345	9606.ENSP00000244007	0	0	0	0.672	0.042	0.858	0.900	0.982	0.999
GRB2	KRAS	9606.ENSP00000376345	9606.ENSP00000256078	0	0	0	0	0.093	0.450	0.500	0.758	0.931
GRB2	CDK4	9606.ENSP00000376345	9606.ENSP00000257904	0	0	0	0	0.108	0	0	0.497	0.532
GRB2	PIK3R3	9606.ENSP00000376345	9606.ENSP00000262741	0	0	0	0.613	0	0.338	0.400	0.202	0.655
GRB2	MAP2K2	9606.ENSP00000376345	9606.ENSP00000262948	0	0	0	0	0.085	0	0	0.680	0.695
GRB2	MAPK3	9606.ENSP00000376345	9606.ENSP00000263025	0	0	0	0	0.075	0	0.400	0.782	0.868
GRB2	PIK3CA	9606.ENSP00000376345	9606.ENSP00000263967	0	0	0	0	0	0.676	0.400	0.642	0.924
GRB2	STAT3	9606.ENSP00000376345	9606.ENSP00000264657	0	0	0	0	0.145	0.292	0.500	0.685	0.892
GRB2	EGF	9606.ENSP00000376345	9606.ENSP00000265171	0	0	0	0	0	0	0.400	0.993	0.995
GRB2	RB1	9606.ENSP00000376345	9606.ENSP00000267163	0	0	0	0	0.056	0.317	0	0.463	0.623
GRB2	TP53	9606.ENSP00000376345	9606.ENSP00000269305	0	0	0	0	0.049	0.305	0	0.675	0.766
GRB2	ERBB2	9606.ENSP00000376345	9606.ENSP00000269571	0	0	0	0	0	0.934	0.900	0.993	0.999
GRB2	EGFR	9606.ENSP00000376345	9606.ENSP00000275493	0	0	0	0	0.042	0.996	0.900	0.996	0.999
GRB2	ARAF	9606.ENSP00000376345	9606.ENSP00000290277	0	0	0	0	0.060	0.100	0	0.555	0.591
GRB2	STAT5B	9606.ENSP00000376345	9606.ENSP00000293328	0	0	0	0	0.088	0	0.400	0.751	0.852
GRB2	MAP2K1	9606.ENSP00000376345	9606.ENSP00000302486	0	0	0	0	0.108	0	0	0.800	0.814
GRB2	MET	9606.ENSP00000376345	9606.ENSP00000317272	0	0	0	0	0	0.831	0.900	0.980	0.999
GRB2	EML4	9606.ENSP00000376345	9606.ENSP00000320663	0	0	0	0	0.044	0	0.500	0.509	0.745
GRB2	STAT5A	9606.ENSP00000376345	9606.ENSP00000341208	0	0	0	0	0.099	0	0.400	0.752	0.854
GRB2	PDPK1	9606.ENSP00000376345	9606.ENSP00000344220	0	0	0	0	0.092	0	0.500	0.397	0.702
GRB2	NRAS	9606.ENSP00000376345	9606.ENSP00000358548	0	0	0	0	0.104	0.209	0.500	0.539	0.815
GRB2	PIK3CD	9606.ENSP00000376345	9606.ENSP00000366563	0	0	0	0	0.067	0	0.400	0.363	0.612
GRB2	ALK	9606.ENSP00000376345	9606.ENSP00000373700	0	0	0	0	0	0.688	0.500	0.794	0.965
GRB2	AKT2	9606.ENSP00000376345	9606.ENSP00000375892	0	0	0	0	0.049	0.100	0	0.397	0.439
GRB2	BRAF	9606.ENSP00000376345	9606.ENSP00000419060	0	0	0	0	0	0.100	0	0.592	0.617
GRB2	JAK3	9606.ENSP00000376345	9606.ENSP00000432511	0	0	0	0	0.071	0.100	0.400	0.354	0.632
GRB2	PRKCA	9606.ENSP00000376345	9606.ENSP00000408695	0	0	0	0	0.081	0.091	0	0.632	0.665
GRB2	TGFA	9606.ENSP00000376345	9606.ENSP00000404131	0	0	0	0	0	0	0.400	0.630	0.768
GRB2	PIK3CB	9606.ENSP00000376345	9606.ENSP00000501150	0	0	0	0	0.064	0.422	0.400	0.389	0.775
GRB2	RAF1	9606.ENSP00000376345	9606.ENSP00000401888	0	0	0	0	0.074	0.100	0	0.776	0.797
GRB2	PLCG2	9606.ENSP00000376345	9606.ENSP00000482457	0	0	0	0.700	0.056	0.268	0.400	0.686	0.852
GRB2	AKT1	9606.ENSP00000376345	9606.ENSP00000451828	0	0	0	0	0.049	0.100	0	0.900	0.907
GRB2	HRAS	9606.ENSP00000376345	9606.ENSP00000407586	0	0	0	0	0.086	0.209	0.500	0.850	0.938
GRB2	PIK3R1	9606.ENSP00000376345	9606.ENSP00000428056	0	0	0	0	0.042	0.921	0.400	0.975	0.998
GRB2	SOS1	9606.ENSP00000376345	9606.ENSP00000384675	0	0	0	0	0.076	0.998	0.900	0.999	0.999
HGF	PIK3R2	9606.ENSP00000222390	9606.ENSP00000222254	0	0	0	0	0	0	0.400	0.136	0.459
HGF	MAP2K1	9606.ENSP00000222390	9606.ENSP00000302486	0	0	0	0	0	0.070	0	0.418	0.435
HGF	CDK4	9606.ENSP00000222390	9606.ENSP00000257904	0	0	0	0	0	0.193	0	0.397	0.493
HGF	PIK3R1	9606.ENSP00000222390	9606.ENSP00000428056	0	0	0	0	0	0	0.400	0.203	0.501
HGF	RAF1	9606.ENSP00000222390	9606.ENSP00000401888	0	0	0	0	0	0.238	0	0.377	0.505
HGF	JAK3	9606.ENSP00000222390	9606.ENSP00000432511	0	0	0	0	0.056	0.096	0.400	0.160	0.512
HGF	CCND1	9606.ENSP00000222390	9606.ENSP00000227507	0	0	0	0	0	0	0	0.526	0.526
HGF	CDKN2A	9606.ENSP00000222390	9606.ENSP00000418915	0	0	0	0	0	0.212	0	0.445	0.544
HGF	SOS1	9606.ENSP00000222390	9606.ENSP00000384675	0	0	0	0	0	0	0.400	0.301	0.562
HGF	BRAF	9606.ENSP00000222390	9606.ENSP00000419060	0	0	0	0	0	0.096	0	0.546	0.572
HGF	TP53	9606.ENSP00000222390	9606.ENSP00000269305	0	0	0	0	0	0	0	0.584	0.584
HGF	MAPK3	9606.ENSP00000222390	9606.ENSP00000263025	0	0	0	0	0	0.060	0	0.605	0.612
HGF	PIK3CA	9606.ENSP00000222390	9606.ENSP00000263967	0	0	0	0	0	0	0.400	0.398	0.623
HGF	HRAS	9606.ENSP00000222390	9606.ENSP00000407586	0	0	0	0	0	0.064	0.500	0.310	0.649
HGF	NRAS	9606.ENSP00000222390	9606.ENSP00000358548	0	0	0	0	0.044	0.064	0.500	0.375	0.683
HGF	ALK	9606.ENSP00000222390	9606.ENSP00000373700	0	0	0	0	0.047	0.096	0	0.676	0.696
HGF	TGFA	9606.ENSP00000222390	9606.ENSP00000404131	0	0	0	0	0	0	0	0.701	0.701
HGF	STAT3	9606.ENSP00000222390	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.673	0.829
HGF	GRB2	9606.ENSP00000222390	9606.ENSP00000376345	0	0	0	0	0.050	0.053	0.400	0.735	0.838
HGF	EGF	9606.ENSP00000222390	9606.ENSP00000265171	0	0	0	0	0	0.049	0	0.843	0.844
HGF	KRAS	9606.ENSP00000222390	9606.ENSP00000256078	0	0	0	0	0	0.145	0.500	0.683	0.852
HGF	AKT1	9606.ENSP00000222390	9606.ENSP00000451828	0	0	0	0	0	0.096	0.500	0.761	0.882
HGF	ERBB2	9606.ENSP00000222390	9606.ENSP00000269571	0	0	0	0	0	0.193	0.650	0.736	0.918
HGF	EGFR	9606.ENSP00000222390	9606.ENSP00000275493	0	0	0	0	0	0	0.650	0.947	0.980
HGF	MET	9606.ENSP00000222390	9606.ENSP00000317272	0	0	0	0	0.042	0.989	0.900	0.999	0.999
HRAS	MAPK1	9606.ENSP00000407586	9606.ENSP00000215832	0	0	0	0	0.056	0.098	0.900	0.783	0.979
HRAS	SOS2	9606.ENSP00000407586	9606.ENSP00000216373	0	0	0	0	0.065	0.157	0.900	0.798	0.981
HRAS	PIK3R2	9606.ENSP00000407586	9606.ENSP00000222254	0	0	0	0	0.059	0.065	0.900	0.305	0.930
HRAS	HGF	9606.ENSP00000407586	9606.ENSP00000222390	0	0	0	0	0	0.064	0.500	0.310	0.649
HRAS	CCND1	9606.ENSP00000407586	9606.ENSP00000227507	0	0	0	0	0.077	0.071	0	0.728	0.747
HRAS	KRAS	9606.ENSP00000407586	9606.ENSP00000256078	0	0	0.050	0.981	0	0.883	0.900	0.411	0.992
HRAS	CDK4	9606.ENSP00000407586	9606.ENSP00000257904	0	0	0	0	0.081	0.190	0	0.599	0.676
HRAS	PIK3R3	9606.ENSP00000407586	9606.ENSP00000262741	0	0	0	0	0	0.065	0.900	0.232	0.922
HRAS	MAP2K2	9606.ENSP00000407586	9606.ENSP00000262948	0	0	0	0	0.062	0.163	0.900	0.641	0.968
HRAS	MAPK3	9606.ENSP00000407586	9606.ENSP00000263025	0	0	0	0	0.061	0.098	0.900	0.829	0.983
HRAS	PRKCG	9606.ENSP00000407586	9606.ENSP00000263431	0	0	0	0	0.059	0	0.900	0.151	0.913
HRAS	PIK3CA	9606.ENSP00000407586	9606.ENSP00000263967	0	0	0	0	0.100	0.758	0.900	0.800	0.995
HRAS	STAT3	9606.ENSP00000407586	9606.ENSP00000264657	0	0	0	0	0	0.063	0	0.494	0.505
HRAS	EGF	9606.ENSP00000407586	9606.ENSP00000265171	0	0	0	0	0	0	0.500	0.750	0.869
HRAS	CDK6	9606.ENSP00000407586	9606.ENSP00000265734	0	0	0	0	0.067	0.095	0	0.641	0.670
HRAS	TP53	9606.ENSP00000407586	9606.ENSP00000269305	0	0	0	0	0.083	0.292	0	0.894	0.925
HRAS	ERBB2	9606.ENSP00000407586	9606.ENSP00000269571	0	0	0	0	0.053	0.328	0.500	0.742	0.907
HRAS	EGFR	9606.ENSP00000407586	9606.ENSP00000275493	0	0	0	0	0.053	0.315	0.900	0.931	0.994
HRAS	ARAF	9606.ENSP00000407586	9606.ENSP00000290277	0	0	0	0	0.076	0.809	0.900	0.782	0.995
HRAS	MAP2K1	9606.ENSP00000407586	9606.ENSP00000302486	0	0	0	0	0.062	0.382	0.900	0.832	0.989
HRAS	MET	9606.ENSP00000407586	9606.ENSP00000317272	0	0	0	0	0.074	0.368	0.900	0.414	0.961
HRAS	EML4	9606.ENSP00000407586	9606.ENSP00000320663	0	0	0	0	0	0.098	0.900	0.364	0.937
HRAS	CASP9	9606.ENSP00000407586	9606.ENSP00000330237	0	0	0	0	0.055	0.053	0	0.534	0.546
HRAS	PDPK1	9606.ENSP00000407586	9606.ENSP00000344220	0	0	0	0	0.065	0	0.500	0.287	0.637
HRAS	E2F1	9606.ENSP00000407586	9606.ENSP00000345571	0	0	0	0	0.072	0	0	0.592	0.605
HRAS	RASSF1	9606.ENSP00000407586	9606.ENSP00000349547	0	0	0	0	0.056	0.759	0.900	0.719	0.992
HRAS	NRAS	9606.ENSP00000407586	9606.ENSP00000358548	0	0	0.050	0.981	0	0.330	0.900	0.059	0.932
HRAS	PIK3CD	9606.ENSP00000407586	9606.ENSP00000366563	0	0	0	0	0.056	0.644	0.900	0.239	0.971
HRAS	ALK	9606.ENSP00000407586	9606.ENSP00000373700	0	0	0	0	0.074	0.110	0.900	0.638	0.966
HRAS	AKT2	9606.ENSP00000407586	9606.ENSP00000375892	0	0	0	0	0.076	0.110	0	0.442	0.501
HRAS	GRB2	9606.ENSP00000407586	9606.ENSP00000376345	0	0	0	0	0.086	0.209	0.500	0.850	0.938
HRAS	SOS1	9606.ENSP00000407586	9606.ENSP00000384675	0	0	0	0	0.071	0.991	0.900	0.976	0.999
HRAS	CDKN1A	9606.ENSP00000407586	9606.ENSP00000384849	0	0	0	0	0.072	0.053	0	0.660	0.675
HRAS	RAF1	9606.ENSP00000407586	9606.ENSP00000401888	0	0	0	0	0.074	0.999	0.900	0.985	0.999
HRAS	TGFA	9606.ENSP00000407586	9606.ENSP00000404131	0	0	0	0	0	0	0.500	0.433	0.704
HRAS	AKT3	9606.ENSP00000407586	9606.ENSP00000500582	0	0	0	0	0.074	0.110	0	0.408	0.470
HRAS	JAK3	9606.ENSP00000407586	9606.ENSP00000432511	0	0	0	0	0.074	0.110	0.400	0.518	0.729
HRAS	AKT1	9606.ENSP00000407586	9606.ENSP00000451828	0	0	0	0	0.103	0.110	0	0.880	0.896
HRAS	PRKCB	9606.ENSP00000407586	9606.ENSP00000496129	0	0	0	0	0.060	0	0.900	0.207	0.919
HRAS	PRKCA	9606.ENSP00000407586	9606.ENSP00000408695	0	0	0	0	0.086	0	0.900	0.373	0.937
HRAS	PIK3CB	9606.ENSP00000407586	9606.ENSP00000501150	0	0	0	0	0.056	0.133	0.900	0.610	0.963
HRAS	CDKN2A	9606.ENSP00000407586	9606.ENSP00000418915	0	0	0	0	0.055	0.160	0.900	0.893	0.990
HRAS	PIK3R1	9606.ENSP00000407586	9606.ENSP00000428056	0	0	0	0	0	0.688	0.900	0.707	0.990
HRAS	RASSF5	9606.ENSP00000407586	9606.ENSP00000462099	0	0	0	0	0	0.971	0.900	0.829	0.999
HRAS	BRAF	9606.ENSP00000407586	9606.ENSP00000419060	0	0	0	0	0.074	0.921	0.900	0.952	0.999
JAK3	SOS2	9606.ENSP00000432511	9606.ENSP00000216373	0	0	0	0	0.059	0.084	0.500	0.175	0.596
JAK3	PIK3R2	9606.ENSP00000432511	9606.ENSP00000222254	0	0	0	0	0	0.176	0.900	0.170	0.925
JAK3	HGF	9606.ENSP00000432511	9606.ENSP00000222390	0	0	0	0	0.056	0.096	0.400	0.160	0.512
JAK3	KRAS	9606.ENSP00000432511	9606.ENSP00000256078	0	0	0	0	0.074	0.110	0.400	0.580	0.764
JAK3	CDK4	9606.ENSP00000432511	9606.ENSP00000257904	0	0	0	0.612	0.110	0.398	0	0.174	0.519
JAK3	PIK3R3	9606.ENSP00000432511	9606.ENSP00000262741	0	0	0	0	0	0.093	0.900	0.123	0.913
JAK3	PIK3CA	9606.ENSP00000432511	9606.ENSP00000263967	0	0	0	0	0.048	0.069	0.900	0.675	0.967
JAK3	STAT3	9606.ENSP00000432511	9606.ENSP00000264657	0	0	0	0	0.102	0.472	0.900	0.966	0.998
JAK3	TP53	9606.ENSP00000432511	9606.ENSP00000269305	0	0	0	0	0.098	0	0	0.539	0.566
JAK3	ERBB2	9606.ENSP00000432511	9606.ENSP00000269571	0	0	0	0.583	0	0.091	0.900	0.504	0.951
JAK3	EGFR	9606.ENSP00000432511	9606.ENSP00000275493	0	0	0	0.583	0	0.161	0.900	0.522	0.956
JAK3	STAT5B	9606.ENSP00000432511	9606.ENSP00000293328	0	0	0	0	0.100	0.425	0.900	0.955	0.997
JAK3	EML4	9606.ENSP00000432511	9606.ENSP00000320663	0	0	0	0	0.079	0.067	0.900	0.277	0.929
JAK3	STAT5A	9606.ENSP00000432511	9606.ENSP00000341208	0	0	0	0	0.086	0.607	0.900	0.972	0.998
JAK3	NRAS	9606.ENSP00000432511	9606.ENSP00000358548	0	0	0	0	0.074	0.110	0.400	0.602	0.776
JAK3	PIK3CD	9606.ENSP00000432511	9606.ENSP00000366563	0	0	0	0	0.114	0.069	0.900	0.326	0.937
JAK3	ALK	9606.ENSP00000432511	9606.ENSP00000373700	0	0	0	0.560	0	0.369	0.900	0.282	0.950
JAK3	GRB2	9606.ENSP00000432511	9606.ENSP00000376345	0	0	0	0	0.071	0.100	0.400	0.354	0.632
JAK3	SOS1	9606.ENSP00000432511	9606.ENSP00000384675	0	0	0	0	0.059	0.084	0.400	0.233	0.550
JAK3	HRAS	9606.ENSP00000432511	9606.ENSP00000407586	0	0	0	0	0.074	0.110	0.400	0.518	0.729
JAK3	CDKN2A	9606.ENSP00000432511	9606.ENSP00000418915	0	0	0	0	0	0.095	0	0.506	0.533
JAK3	PIK3R1	9606.ENSP00000432511	9606.ENSP00000428056	0	0	0	0	0	0.093	0.900	0.314	0.932
JAK3	PIK3CB	9606.ENSP00000432511	9606.ENSP00000501150	0	0	0	0	0.048	0.069	0.900	0.242	0.923
KRAS	MAPK1	9606.ENSP00000256078	9606.ENSP00000215832	0	0	0	0	0.088	0.495	0.900	0.771	0.988
KRAS	SOS2	9606.ENSP00000256078	9606.ENSP00000216373	0	0	0	0	0.088	0.297	0.900	0.793	0.985
KRAS	PIK3R2	9606.ENSP00000256078	9606.ENSP00000222254	0	0	0	0	0.047	0.147	0.900	0.417	0.946
KRAS	HGF	9606.ENSP00000256078	9606.ENSP00000222390	0	0	0	0	0	0.145	0.500	0.683	0.852
KRAS	CCND1	9606.ENSP00000256078	9606.ENSP00000227507	0	0	0	0	0.058	0.101	0	0.821	0.835
KRAS	PLCG1	9606.ENSP00000256078	9606.ENSP00000244007	0	0	0	0	0.049	0	0	0.534	0.538
KRAS	E2F3	9606.ENSP00000256078	9606.ENSP00000262904	0	0	0	0	0.110	0	0	0.383	0.427
KRAS	RB1	9606.ENSP00000256078	9606.ENSP00000267163	0	0	0	0	0.056	0.066	0	0.408	0.433
KRAS	FOXO3	9606.ENSP00000256078	9606.ENSP00000339527	0	0	0	0	0.060	0.053	0	0.426	0.444
KRAS	STAT5A	9606.ENSP00000256078	9606.ENSP00000341208	0	0	0	0	0	0.063	0	0.460	0.473
KRAS	FHIT	9606.ENSP00000256078	9606.ENSP00000418582	0	0	0	0	0	0	0	0.484	0.484
KRAS	STAT5B	9606.ENSP00000256078	9606.ENSP00000293328	0	0	0	0	0.049	0.063	0	0.492	0.507
KRAS	AKT3	9606.ENSP00000256078	9606.ENSP00000500582	0	0	0	0	0.079	0.110	0	0.513	0.566
KRAS	CDKN1A	9606.ENSP00000256078	9606.ENSP00000384849	0	0	0	0	0.055	0.053	0	0.568	0.579
KRAS	E2F1	9606.ENSP00000256078	9606.ENSP00000345571	0	0	0	0	0	0	0	0.591	0.591
KRAS	CASP9	9606.ENSP00000256078	9606.ENSP00000330237	0	0	0	0	0.062	0.053	0	0.615	0.628
KRAS	CDK6	9606.ENSP00000256078	9606.ENSP00000265734	0	0	0	0	0.067	0.095	0	0.603	0.636
KRAS	AKT2	9606.ENSP00000256078	9606.ENSP00000375892	0	0	0	0	0.081	0.148	0	0.584	0.646
KRAS	PDPK1	9606.ENSP00000256078	9606.ENSP00000344220	0	0	0	0	0.104	0.078	0.500	0.401	0.720
KRAS	CDK4	9606.ENSP00000256078	9606.ENSP00000257904	0	0	0	0	0.067	0.195	0	0.684	0.743
KRAS	TGFA	9606.ENSP00000256078	9606.ENSP00000404131	0	0	0	0	0	0	0.500	0.543	0.762
KRAS	JAK3	9606.ENSP00000256078	9606.ENSP00000432511	0	0	0	0	0.074	0.110	0.400	0.580	0.764
KRAS	STAT3	9606.ENSP00000256078	9606.ENSP00000264657	0	0	0	0	0.056	0.063	0	0.810	0.817
KRAS	EGF	9606.ENSP00000256078	9606.ENSP00000265171	0	0	0	0	0	0	0.500	0.720	0.854
KRAS	AKT1	9606.ENSP00000256078	9606.ENSP00000451828	0	0	0	0	0.076	0.110	0	0.893	0.904
KRAS	PRKCG	9606.ENSP00000256078	9606.ENSP00000263431	0	0	0	0	0.059	0	0.900	0.130	0.911
KRAS	PRKCB	9606.ENSP00000256078	9606.ENSP00000496129	0	0	0	0	0.062	0	0.900	0.251	0.923
KRAS	GRB2	9606.ENSP00000256078	9606.ENSP00000376345	0	0	0	0	0.093	0.450	0.500	0.758	0.931
KRAS	PRKCA	9606.ENSP00000256078	9606.ENSP00000408695	0	0	0	0	0.078	0	0.900	0.326	0.932
KRAS	NRAS	9606.ENSP00000256078	9606.ENSP00000358548	0	0	0.050	0.981	0.095	0.422	0.900	0.059	0.944
KRAS	TP53	9606.ENSP00000256078	9606.ENSP00000269305	0	0	0	0	0.074	0	0	0.947	0.949
KRAS	PIK3R3	9606.ENSP00000256078	9606.ENSP00000262741	0	0	0	0	0	0.065	0.900	0.535	0.952
KRAS	PIK3R1	9606.ENSP00000256078	9606.ENSP00000428056	0	0	0	0	0.072	0.102	0.900	0.618	0.963
KRAS	ERBB2	9606.ENSP00000256078	9606.ENSP00000269571	0	0	0	0	0.053	0.199	0.500	0.923	0.966
KRAS	MAP2K2	9606.ENSP00000256078	9606.ENSP00000262948	0	0	0	0	0.047	0.163	0.900	0.624	0.966
KRAS	PIK3CB	9606.ENSP00000256078	9606.ENSP00000501150	0	0	0	0	0.070	0.216	0.900	0.679	0.973
KRAS	PIK3CD	9606.ENSP00000256078	9606.ENSP00000366563	0	0	0	0	0.056	0.352	0.900	0.637	0.974
KRAS	MET	9606.ENSP00000256078	9606.ENSP00000317272	0	0	0	0	0.074	0.337	0.900	0.703	0.979
KRAS	EML4	9606.ENSP00000256078	9606.ENSP00000320663	0	0	0	0	0.056	0.098	0.900	0.794	0.980
KRAS	RASSF5	9606.ENSP00000256078	9606.ENSP00000462099	0	0	0	0	0	0.313	0.900	0.752	0.981
KRAS	MAPK3	9606.ENSP00000256078	9606.ENSP00000263025	0	0	0	0	0.056	0.098	0.900	0.816	0.982
KRAS	RASSF1	9606.ENSP00000256078	9606.ENSP00000349547	0	0	0	0	0	0.070	0.900	0.880	0.987
KRAS	ALK	9606.ENSP00000256078	9606.ENSP00000373700	0	0	0	0	0.074	0.110	0.900	0.886	0.989
KRAS	HRAS	9606.ENSP00000256078	9606.ENSP00000407586	0	0	0.050	0.981	0	0.883	0.900	0.411	0.992
KRAS	CDKN2A	9606.ENSP00000256078	9606.ENSP00000418915	0	0	0	0	0.055	0.102	0.900	0.917	0.992
KRAS	MAP2K1	9606.ENSP00000256078	9606.ENSP00000302486	0	0	0	0	0.049	0.615	0.900	0.883	0.995
KRAS	ARAF	9606.ENSP00000256078	9606.ENSP00000290277	0	0	0	0	0.079	0.745	0.900	0.864	0.996
KRAS	EGFR	9606.ENSP00000256078	9606.ENSP00000275493	0	0	0	0	0.053	0.662	0.900	0.918	0.997
KRAS	PIK3CA	9606.ENSP00000256078	9606.ENSP00000263967	0	0	0	0	0.143	0.627	0.900	0.951	0.998
KRAS	BRAF	9606.ENSP00000256078	9606.ENSP00000419060	0	0	0	0	0.081	0.870	0.900	0.973	0.999
KRAS	SOS1	9606.ENSP00000256078	9606.ENSP00000384675	0	0	0	0	0.113	0.950	0.900	0.966	0.999
KRAS	RAF1	9606.ENSP00000256078	9606.ENSP00000401888	0	0	0	0	0.081	0.947	0.900	0.976	0.999
MAP2K1	MAPK1	9606.ENSP00000302486	9606.ENSP00000215832	0	0	0	0.595	0.152	0.929	0.900	0.950	0.999
MAP2K1	SOS2	9606.ENSP00000302486	9606.ENSP00000216373	0	0	0	0	0.103	0.051	0	0.622	0.651
MAP2K1	HGF	9606.ENSP00000302486	9606.ENSP00000222390	0	0	0	0	0	0.070	0	0.418	0.435
MAP2K1	CCND1	9606.ENSP00000302486	9606.ENSP00000227507	0	0	0	0	0.059	0	0	0.746	0.751
MAP2K1	KRAS	9606.ENSP00000302486	9606.ENSP00000256078	0	0	0	0	0.049	0.615	0.900	0.883	0.995
MAP2K1	CDK4	9606.ENSP00000302486	9606.ENSP00000257904	0	0	0.124	0.643	0.106	0.091	0	0.285	0.424
MAP2K1	MAP2K2	9606.ENSP00000302486	9606.ENSP00000262948	0	0	0.051	0.979	0.049	0.836	0.900	0.783	0.996
MAP2K1	MAPK3	9606.ENSP00000302486	9606.ENSP00000263025	0	0	0	0.590	0.122	0.884	0.900	0.974	0.999
MAP2K1	PIK3CA	9606.ENSP00000302486	9606.ENSP00000263967	0	0	0	0	0.060	0.176	0	0.815	0.844
MAP2K1	STAT3	9606.ENSP00000302486	9606.ENSP00000264657	0	0	0	0	0.105	0	0	0.645	0.669
MAP2K1	EGF	9606.ENSP00000302486	9606.ENSP00000265171	0	0	0	0	0	0	0	0.686	0.686
MAP2K1	RB1	9606.ENSP00000302486	9606.ENSP00000267163	0	0	0	0	0.049	0	0	0.514	0.518
MAP2K1	TP53	9606.ENSP00000302486	9606.ENSP00000269305	0	0	0	0	0	0	0	0.667	0.667
MAP2K1	ERBB2	9606.ENSP00000302486	9606.ENSP00000269571	0	0	0	0.609	0	0.176	0	0.314	0.410
